District,Upazilla,Union,Storm Speed (m/s),Storm Surge (m),Rainfall (mm)
Chandpur,Matlab Uttar,Jahirabad,13.1095,0.0424,39.341
Chandpur,Matlab Uttar,Kalakanda,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Mohanpur,12.5373,0.0422,42.7245
Chandpur,Matlab Uttar,Pashchim Fatepur,13.1095,0.0756,39.341
Chandpur,Matlab Uttar,Purba Fatepur,12.9873,0.0756,38.9301
Chandpur,Matlab Uttar,Sadullapur,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Shatnal,12.5373,0.0415,42.7245
Chandpur,Matlab Uttar,Sultanabad,12.9873,0.0756,38.9301
Chandpur,Matlab Uttar,Ward No. 01,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 02,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 03,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 04,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 05,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 06,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 07,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 08,12.5373,0.0421,42.7245
Chandpur,Matlab Uttar,Ward No. 09,13.0124,0.0417,39.0257
Chandpur,Shahrasti,Chitoshi Pashchim,14.3487,0.2971,27.7546
Chandpur,Shahrasti,Chitoshi Purba,14.3957,0.2944,25.3943
Chandpur,Shahrasti,Meher Dakkhin,14.3487,0.2665,27.7546
Chandpur,Shahrasti,Meher Uttar,14.3929,0.2036,26.7609
Chandpur,Shahrasti,Raysree Dakkhin,14.3957,0.2665,25.3943
Chandpur,Shahrasti,Raysree Uttar,14.3929,0.2665,26.7609
Chandpur,Shahrasti,Suchipara Dakkhin,14.3487,0.2971,27.7546
Chandpur,Shahrasti,Suchipara Uttar,14.3487,0.2971,27.7546
Chandpur,Shahrasti,Tamta Dakkhin,13.9552,0.2356,30.0631
Chandpur,Shahrasti,Tamta Uttar,14.078,0.2036,28.4278
Chandpur,Shahrasti,Ward No. 01,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 02,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 03,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 04,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 05,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 06,14.078,0.2665,28.4278
Chandpur,Shahrasti,Ward No. 07,14.078,0.2665,28.4278
Chandpur,Shahrasti,Ward No. 08,14.3487,0.2665,27.7546
Chandpur,Shahrasti,Ward No. 09,14.3487,0.2665,27.7546
Chandpur,Shahrasti,Ward No. 10,14.078,0.2036,28.4278
Chandpur,Shahrasti,Ward No. 11,14.078,0.2356,28.4278
Chandpur,Shahrasti,Ward No. 12,14.3487,0.2665,27.7546
Chattogram,Anwara,Anwara,15.5138,0.0506,6.2722
Chattogram,Anwara,Bairag,16.2809,0.0555,5.6334
Chattogram,Anwara,Barakhain,15.5138,0.0483,6.2722
Chattogram,Anwara,Barashat,16.2809,0.052,5.6334
Chattogram,Anwara,Barumchara,15.8549,0.0459,5.8109
Chattogram,Anwara,Battali,16.2809,0.0497,5.6334
Chattogram,Anwara,Chatari,16.2809,0.0531,5.6334
Chattogram,Anwara,Haildhar,15.5138,0.0464,6.2722
Chattogram,Anwara,Juidandi,15.8549,0.043,5.8109
Chattogram,Anwara,Paraikora,15.5138,0.0506,6.2722
Chattogram,Anwara,Raypur,15.8549,0.0472,5.8109
Chattogram,Banshkhali,Baharchhara,14.9487,0.0368,7.7025
Chattogram,Banshkhali,Bailchhari,14.1602,0.0366,8.5696
Chattogram,Banshkhali,Chambal,13.9759,0.0375,9.2798
Chattogram,Banshkhali,Chhanua,15.0816,0.1372,8.1442
Chattogram,Banshkhali,Gandamara,14.7372,0.0373,8.0814
Chattogram,Banshkhali,Kalipur,14.9487,0.0366,7.7025
Chattogram,Banshkhali,Katharia,14.9487,0.0366,7.7025
Chattogram,Banshkhali,Khankhanabad,15.3604,0.0395,6.8298
Chattogram,Banshkhali,Puichhari,13.2426,0.1369,12.9791
Chattogram,Banshkhali,Pukuria,15.5138,0.0417,6.2722
Chattogram,Banshkhali,Sadhanpur,14.9487,0.0379,7.7025
Chattogram,Banshkhali,Saral,14.9487,0.0366,7.7025
Chattogram,Banshkhali,Sekherkhil,13.9759,0.0697,9.2798
Chattogram,Banshkhali,Shilkup,13.9759,0.0373,9.2798
Chattogram,Banshkhali,Ward No. 01,14.9487,0.0366,7.7025
Chattogram,Banshkhali,Ward No. 02,14.9487,0.0373,7.7025
Chattogram,Banshkhali,Ward No. 03,14.1602,0.0373,8.5696
Chattogram,Banshkhali,Ward No. 04,14.1602,0.0373,8.5696
Chattogram,Banshkhali,Ward No. 05,14.1602,0.0373,8.5696
Chattogram,Banshkhali,Ward No. 06,13.9759,0.0373,9.2798
Chattogram,Banshkhali,Ward No. 07,13.9759,0.0373,9.2798
Chattogram,Banshkhali,Ward No. 08,13.9759,0.0373,9.2798
Chattogram,Banshkhali,Ward No. 09,13.9759,0.0373,9.2798
Chattogram,Boalkhali,Ahalla Karaldenga,13.8192,0.0687,6.9566
Chattogram,Boalkhali,Amuchia,13.8305,0.0687,7.0572
Chattogram,Boalkhali,Charandwip,15.1365,0.0839,6.2294
Chattogram,Boalkhali,Kadhurkhil,15.1365,0.0802,6.2294
Chattogram,Boalkhali,Pashchim Gomdandi,15.9754,0.0721,5.7302
Chattogram,Boalkhali,Popadia,14.3481,0.0733,7.0965
Chattogram,Boalkhali,Saroatali,14.5952,0.0693,6.7495
Chattogram,Boalkhali,Shakpura,15.9754,0.0693,5.7302
Chattogram,Boalkhali,Sreepur Kharandwip,13.8305,0.0687,7.0572
Chattogram,Boalkhali,Ward No. 01,15.7383,0.0839,5.7483
Chattogram,Boalkhali,Ward No. 02,15.7383,0.0802,5.7483
Chattogram,Boalkhali,Ward No. 03,15.7383,0.0769,5.7483
Chattogram,Boalkhali,Ward No. 04,15.7383,0.0728,5.7483
Chattogram,Boalkhali,Ward No. 05,15.9754,0.0728,5.7302
Chattogram,Boalkhali,Ward No. 06,15.9754,0.0728,5.7302
Chattogram,Boalkhali,Ward No. 07,15.7383,0.0728,5.7483
Chattogram,Boalkhali,Ward No. 08,15.9754,0.0728,5.7302
Chattogram,Boalkhali,Ward No. 09,15.7383,0.0769,5.7483
Chattogram,Chandanaish,Bailtali,13.8635,0.0415,8.4546
Chattogram,Chandanaish,Barama,14.7843,0.0417,7.245
Chattogram,Chandanaish,Barkal,14.7843,0.044,7.245
Chattogram,Chandanaish,Dhopachhari,13.8511,0.0417,7.8122
Chattogram,Chandanaish,Dohazari,13.2626,0.0415,8.8319
Chattogram,Chandanaish,Hashimpur,13.8511,0.0417,7.8122
Chattogram,Chandanaish,Joara,13.8511,0.0462,7.8122
Chattogram,Chandanaish,Kanchanabad,13.8511,0.0442,7.8122
Chattogram,Chandanaish,Satbaria,13.8635,0.0417,8.4546
Chattogram,Chandanaish,Ward No. 01,13.8511,0.0442,7.8122
Chattogram,Chandanaish,Ward No. 02,13.8511,0.044,7.8122
Chattogram,Chandanaish,Ward No. 03,14.7843,0.044,7.245
Chattogram,Chandanaish,Ward No. 04,13.8511,0.044,7.8122
Chattogram,Chandanaish,Ward No. 05,13.8511,0.0417,7.8122
Chattogram,Chandanaish,Ward No. 06,13.8511,0.0417,7.8122
Chattogram,Chandanaish,Ward No. 07,13.8511,0.044,7.8122
Chattogram,Chandanaish,Ward No. 08,13.8511,0.0417,7.8122
Chattogram,Chandanaish,Ward No. 09,13.8511,0.044,7.8122
Chattogram,Fatikchhari,Abdullapur,15.3215,0.0889,6.4849
Chattogram,Fatikchhari,Bagan Bazar,15.4026,0.1365,9.8685
Chattogram,Fatikchhari,Baktapur,15.3215,0.0877,6.4849
Chattogram,Fatikchhari,Bhujpur,15.5227,0.1086,7.4799
Chattogram,Fatikchhari,Dantmara,16.1996,0.131,9.8045
Chattogram,Fatikchhari,Dharmapur,15.3215,0.0877,6.4849
Chattogram,Fatikchhari,Harualchhari,15.9147,0.1086,7.3784
Chattogram,Fatikchhari,Jafatnagar,15.3215,0.0877,6.4849
Chattogram,Fatikchhari,Kanchannagar,15.8107,0.0991,6.0227
Chattogram,Fatikchhari,Khiram,14.391,0.0909,6.6358
Chattogram,Fatikchhari,Lelang,15.1214,0.0911,7.0274
Chattogram,Fatikchhari,Nanupur,14.8373,0.0899,6.6049
Chattogram,Fatikchhari,Narayanhat,16.0277,0.1207,8.0078
Chattogram,Fatikchhari,Paindang,15.1214,0.1037,7.0274
Chattogram,Fatikchhari,Rosanggiri,14.8373,0.0899,6.6049
Chattogram,Fatikchhari,Samitirhat,15.3215,0.0877,6.4849
Chattogram,Fatikchhari,Suabil,15.9147,0.0992,7.3784
Chattogram,Fatikchhari,Sundarpur,15.1214,0.0992,7.0274
Chattogram,Fatikchhari,Ward No. 01,15.1214,0.0991,7.0274
Chattogram,Fatikchhari,Ward No. 02,15.1214,0.0991,7.0274
Chattogram,Fatikchhari,Ward No. 03,15.1214,0.0948,7.0274
Chattogram,Fatikchhari,Ward No. 04,15.1214,0.0948,7.0274
Chattogram,Fatikchhari,Ward No. 05,15.1214,0.0948,7.0274
Chattogram,Fatikchhari,Ward No. 06,15.1214,0.0948,7.0274
Chattogram,Fatikchhari,Ward No. 07,15.1214,0.0948,7.0274
Chattogram,Fatikchhari,Ward No. 08,15.1214,0.0991,7.0274
Chattogram,Fatikchhari,Ward No. 09,15.1214,0.0991,7.0274
Chattogram,Fatikchhari,Ward No. 01,15.5281,0.0948,6.8797
Chattogram,Fatikchhari,Ward No. 02,15.5281,0.0948,6.8797
Chattogram,Fatikchhari,Ward No. 03,15.5281,0.0911,6.8797
Chattogram,Fatikchhari,Ward No. 04,15.5281,0.0948,6.8797
Chattogram,Fatikchhari,Ward No. 05,15.5281,0.0911,6.8797
Chattogram,Fatikchhari,Ward No. 06,15.5281,0.0911,6.8797
Chattogram,Fatikchhari,Ward No. 07,15.5281,0.0911,6.8797
Chattogram,Fatikchhari,Ward No. 08,15.5281,0.0911,6.8797
Chattogram,Fatikchhari,Ward No. 09,15.5281,0.0911,6.8797
Chattogram,Hathazari,Burishchar,15.7383,0.0839,5.7483
Chattogram,Hathazari,Chhipatali,15.9142,0.0888,6.111
Chattogram,Hathazari,Chikandandi,15.9142,0.0894,6.111
Chattogram,Hathazari,Dakkhin Madarsha,15.9142,0.0874,6.111
Chattogram,Hathazari,Dhalai,15.6557,0.0899,6.3126
Chattogram,Hathazari,Farhadabad,15.6557,0.0911,6.3126
Chattogram,Hathazari,Fatepur,15.9142,0.0888,6.111
Chattogram,Hathazari,Garduara,15.9142,0.0888,6.111
Chattogram,Hathazari,Gumanmardan,15.9142,0.0877,6.111
Chattogram,Hathazari,Mekhal,15.7006,0.0888,6.0521
Chattogram,Hathazari,Mirzapur,15.9142,0.0877,6.111
Chattogram,Hathazari,Nangalmora,15.9142,0.0889,6.111
Chattogram,Hathazari,Shikarpur,15.7383,0.0839,5.7483
Chattogram,Hathazari,Uttar Madarsha,15.9142,0.0886,6.111
Chattogram,Hathazari,Ward No. 01,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 02,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 03,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 04,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 05,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 06,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 07,15.9142,0.0883,6.111
Chattogram,Hathazari,Ward No. 08,15.9142,0.0888,6.111
Chattogram,Hathazari,Ward No. 09,15.9142,0.0888,6.111
Chattogram,Karnaphuli,Bara Uthan,16.2809,0.059,5.6334
Chattogram,Karnaphuli,Char Lakkhya,16.2809,0.0659,5.6334
Chattogram,Karnaphuli,Char Patharghata,16.2809,0.0659,5.6334
Chattogram,Karnaphuli,Juldha,16.2809,0.062,5.6334
Chattogram,Karnaphuli,Shikalbaha,16.2809,0.0659,5.6334
Chattogram,Lohagara,Adhunagar,13.2021,0.0697,10.057
Chattogram,Lohagara,Amirabad,13.2021,0.0375,10.057
Chattogram,Lohagara,Barahatia,13.8412,0.0375,6.0433
Chattogram,Lohagara,Charamba,12.7417,0.0697,10.9926
Chattogram,Lohagara,Chunati,13.2021,0.1369,10.057
Chattogram,Lohagara,Kalauzan,12.706,0.1369,11.2538
Chattogram,Lohagara,Lohagara,13.2021,0.0697,10.057
Chattogram,Lohagara,Padua,12.7417,0.0375,10.9926
Chattogram,Lohagara,Putibila,12.706,0.1369,11.2538
Chattogram,Mirsarai,Dhum,16.2813,0.1438,11.6816
Chattogram,Mirsarai,Durgapur,17.4074,0.1408,9.0381
Chattogram,Mirsarai,Haitkandi,17.22,0.1272,8.0122
Chattogram,Mirsarai,Hinguli,16.7535,0.142,10.372
Chattogram,Mirsarai,Ichhakhali,17.5554,0.1425,9.0257
Chattogram,Mirsarai,Jorarganj,16.7535,0.1408,10.372
Chattogram,Mirsarai,Karerhat,16.1996,0.1386,9.8045
Chattogram,Mirsarai,Katachhara,17.4074,0.1408,9.0381
Chattogram,Mirsarai,Khaiyachhara,17.22,0.1353,8.0122
Chattogram,Mirsarai,Maghadia,17.22,0.1365,8.0122
Chattogram,Mirsarai,Mayani,17.2919,0.1351,8.3817
Chattogram,Mirsarai,Mirsarai,17.22,0.1365,8.0122
Chattogram,Mirsarai,Mithanala,17.22,0.1404,8.0122
Chattogram,Mirsarai,Osmanpur,16.7535,0.1425,10.372
Chattogram,Mirsarai,Saherkhali,17.22,0.1335,8.0122
Chattogram,Mirsarai,Wahedpur,17.22,0.1232,8.0122
Chattogram,Mirsarai,Ward No. 01,16.7535,0.1413,10.372
Chattogram,Mirsarai,Ward No. 02,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 03,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 04,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 05,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 06,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 07,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 08,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 09,16.7535,0.142,10.372
Chattogram,Mirsarai,Ward No. 01,17.22,0.1373,8.0122
Chattogram,Mirsarai,Ward No. 02,17.22,0.1373,8.0122
Chattogram,Mirsarai,Ward No. 03,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 04,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 05,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 06,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 07,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 08,17.22,0.1365,8.0122
Chattogram,Mirsarai,Ward No. 09,17.22,0.1373,8.0122
Chattogram,Patiya,Ashia,14.5952,0.0506,6.7495
Chattogram,Patiya,Baralia,15.507,0.0605,6.4106
Chattogram,Patiya,Bhatikhain,14.5952,0.0535,6.7495
Chattogram,Patiya,Chhanhara,14.5952,0.0506,6.7495
Chattogram,Patiya,Dakkhin Bhurshi,14.5952,0.065,6.7495
Chattogram,Patiya,Dhalghat,14.5952,0.0681,6.7495
Chattogram,Patiya,Habilas Dwip,15.507,0.0693,6.4106
Chattogram,Patiya,Haidgaon,13.8511,0.0506,7.8122
Chattogram,Patiya,Jangalkhain,14.5952,0.065,6.7495
Chattogram,Patiya,Jiri,16.2809,0.062,5.6334
Chattogram,Patiya,Kachuai,15.6842,0.0488,5.8933
Chattogram,Patiya,Kashiaish,15.507,0.0535,6.4106
Chattogram,Patiya,Kelishahar,13.8192,0.065,6.9566
Chattogram,Patiya,Kharana,13.8511,0.0488,7.8122
Chattogram,Patiya,Kolagaon,15.9754,0.0693,5.7302
Chattogram,Patiya,Kusumpura,15.507,0.065,6.4106
Chattogram,Patiya,Shobhandandi,14.7843,0.0488,7.245
Chattogram,Patiya,Ward No. 01,14.5952,0.0605,6.7495
Chattogram,Patiya,Ward No. 02,14.5952,0.0605,6.7495
Chattogram,Patiya,Ward No. 03,14.5952,0.0605,6.7495
Chattogram,Patiya,Ward No. 04,14.5952,0.0556,6.7495
Chattogram,Patiya,Ward No. 05,14.5952,0.0556,6.7495
Chattogram,Patiya,Ward No. 06,14.5952,0.0546,6.7495
Chattogram,Patiya,Ward No. 07,14.5952,0.0506,6.7495
Chattogram,Patiya,Ward No. 08,14.5952,0.0546,6.7495
Chattogram,Patiya,Ward No. 09,14.5952,0.0577,6.7495
Chattogram,Rangunia,Betagi,14.3481,0.0806,7.0965
Chattogram,Rangunia,Chandraghona Kadamtali,13.5115,0.0765,7.0437
Chattogram,Rangunia,Dakkhin Rajanagar,13.5115,0.0877,7.0437
Chattogram,Rangunia,Hosnabad,13.5115,0.0839,7.0437
Chattogram,Rangunia,Islampur,13.1048,0.0877,7.1914
Chattogram,Rangunia,Kodala,13.5115,0.072,7.0437
Chattogram,Rangunia,Lalanagar,13.5115,0.0842,7.0437
Chattogram,Rangunia,Mariamnagar,13.5115,0.0765,7.0437
Chattogram,Rangunia,Padua,13.4065,0.0641,7.9331
Chattogram,Rangunia,Parua,14.8549,0.0839,6.0597
Chattogram,Rangunia,Pomara,13.5115,0.0839,7.0437
Chattogram,Rangunia,Rajanagar,13.4816,0.0877,6.4689
Chattogram,Rangunia,Rangunia,13.5115,0.0803,7.0437
Chattogram,Rangunia,Sarafbhata,13.8305,0.0733,7.0572
Chattogram,Rangunia,Shilak,13.5115,0.0766,7.0437
Chattogram,Rangunia,Ward No. 01,13.5115,0.0839,7.0437
Chattogram,Rangunia,Ward No. 02,13.5115,0.0839,7.0437
Chattogram,Rangunia,Ward No. 03,13.5115,0.0839,7.0437
Chattogram,Rangunia,Ward No. 04,13.5115,0.0803,7.0437
Chattogram,Rangunia,Ward No. 05,13.5115,0.0839,7.0437
Chattogram,Rangunia,Ward No. 06,13.5115,0.0839,7.0437
Chattogram,Rangunia,Ward No. 07,13.5115,0.0803,7.0437
Chattogram,Rangunia,Ward No. 08,13.5115,0.0803,7.0437
Chattogram,Rangunia,Ward No. 09,13.5115,0.0803,7.0437
Chattogram,Raozan,Bagoan,15.1365,0.0839,6.2294
Chattogram,Raozan,Binajuri,15.9142,0.0877,6.111
Chattogram,Raozan,Chikdair,15.9142,0.0888,6.111
Chattogram,Raozan,Dabua,14.981,0.0888,6.6782
Chattogram,Raozan,Gohira,15.9142,0.0888,6.111
Chattogram,Raozan,Haladia,15.3215,0.0889,6.4849
Chattogram,Raozan,Kadalpur,14.3481,0.0886,7.0965
Chattogram,Raozan,Noajishpur,15.9142,0.0889,6.111
Chattogram,Raozan,Noapara,15.1365,0.0839,6.2294
Chattogram,Raozan,Pahartali,14.3481,0.0839,7.0965
Chattogram,Raozan,Pashchim Guzara,15.9142,0.0886,6.111
Chattogram,Raozan,Purba Guzara,15.1365,0.0886,6.2294
Chattogram,Raozan,Raozan,14.2785,0.0877,6.405
Chattogram,Raozan,Urkirchar,15.9142,0.0839,6.111
Chattogram,Raozan,Ward No. 01,15.9142,0.0888,6.111
Chattogram,Raozan,Ward No. 02,15.9142,0.0888,6.111
Chattogram,Raozan,Ward No. 03,15.9142,0.0888,6.111
Chattogram,Raozan,Ward No. 04,14.981,0.0888,6.6782
Chattogram,Raozan,Ward No. 05,14.981,0.0888,6.6782
Chattogram,Raozan,Ward No. 06,14.981,0.0888,6.6782
Chattogram,Raozan,Ward No. 07,14.981,0.0888,6.6782
Chattogram,Raozan,Ward No. 08,14.981,0.0888,6.6782
Chattogram,Raozan,Ward No. 09,14.2785,0.0877,6.405
Chattogram,Sandwip,Amanulla,19.384,0.1841,7.8499
Chattogram,Sandwip,Azimpur,19.7033,0.1554,6.9554
Chattogram,Sandwip,Bauria,19.0609,0.1262,6.8331
Chattogram,Sandwip,Dirghapar,19.384,0.1571,7.8499
Chattogram,Sandwip,Gachhua,19.0609,0.1374,6.8331
Chattogram,Sandwip,Haramia,19.0609,0.1223,6.8331
Chattogram,Sandwip,Harishpur,20.0387,0.1856,7.9689
Chattogram,Sandwip,Kalapania,19.384,0.2012,7.8499
Chattogram,Sandwip,Magdhara,18.1493,0.0958,6.4034
Chattogram,Sandwip,Maitbhanga,18.9693,0.1326,6.791
Chattogram,Sandwip,Muchhapur,18.9693,0.1432,6.791
Chattogram,Sandwip,Rahmatpur,19.7033,0.1678,6.9554
Chattogram,Sandwip,Santoshpur,19.384,0.1571,7.8499
Chattogram,Sandwip,Sarikait,18.9693,0.1313,6.791
Chattogram,Sandwip,Urirchar,18.4745,0.1843,10.5773
Chattogram,Sandwip,Ward No. 01,19.384,0.1867,7.8499
Chattogram,Sandwip,Ward No. 02,19.384,0.1867,7.8499
Chattogram,Sandwip,Ward No. 03,19.384,0.1841,7.8499
Chattogram,Sandwip,Ward No. 04,19.384,0.1841,7.8499
Chattogram,Sandwip,Ward No. 05,19.0609,0.1677,6.8331
Chattogram,Sandwip,Ward No. 06,19.0609,0.164,6.8331
Chattogram,Sandwip,Ward No. 07,19.0609,0.1409,6.8331
Chattogram,Sandwip,Ward No. 08,18.9693,0.1563,6.791
Chattogram,Sandwip,Ward No. 09,19.7033,0.1805,6.9554
Chattogram,Satkania,Amilaish,13.8635,0.0395,8.4546
Chattogram,Satkania,Bazalia,13.2231,0.0373,9.842
Chattogram,Satkania,Charati,13.8635,0.0417,8.4546
Chattogram,Satkania,Dharmapur,13.2626,0.0393,8.8319
Chattogram,Satkania,Dhemsha,13.7485,0.0366,8.6705
Chattogram,Satkania,Eochia,13.7485,0.0368,8.6705
Chattogram,Satkania,Kaliaish,13.2626,0.0393,8.8319
Chattogram,Satkania,Kanchana,13.7485,0.0368,8.6705
Chattogram,Satkania,Keochia,13.2231,0.0377,9.842
Chattogram,Satkania,Khagaria,13.8635,0.0415,8.4546
Chattogram,Satkania,Madarsha,13.2021,0.0366,10.057
Chattogram,Satkania,Nalua,13.7485,0.0379,8.6705
Chattogram,Satkania,Paschim Dhemsha,13.7485,0.0366,8.6705
Chattogram,Satkania,Purangar,13.2626,0.0393,8.8319
Chattogram,Satkania,Sadaha,13.2231,0.0373,9.842
Chattogram,Satkania,Satkania,13.2021,0.0373,10.057
Chattogram,Satkania,Sonakania,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 01,13.2021,0.0366,10.057
Chattogram,Satkania,Ward No. 02,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 03,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 04,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 05,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 06,13.7485,0.0366,8.6705
Chattogram,Satkania,Ward No. 07,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 08,13.2021,0.0373,10.057
Chattogram,Satkania,Ward No. 09,13.2021,0.0373,10.057
Chattogram,Sitakunda,Banshbaria,17.4157,0.0819,6.5863
Chattogram,Sitakunda,Barabkunda,17.7144,0.0934,6.9626
Chattogram,Sitakunda,Baraiyadhala,17.5334,0.1162,7.192
Chattogram,Sitakunda,Bhatiary,17.1065,0.0918,6.1153
Chattogram,Sitakunda,Kumira,16.6647,0.0836,6.1501
Chattogram,Sitakunda,Muradpur,17.7144,0.1106,6.9626
Chattogram,Sitakunda,Salimpur,16.3588,0.0864,5.9901
Chattogram,Sitakunda,Sonaichhari,17.1065,0.0902,6.1153
Chattogram,Sitakunda,Syedpur,17.8127,0.1261,7.6382
Chattogram,Sitakunda,Ward No. 01,17.5334,0.1059,7.192
Chattogram,Sitakunda,Ward No. 02,17.5334,0.102,7.192
Rangamati,Rajasthali,Gaindya,12.0859,0.0465,9.2822
Rangamati,Rajasthali,Ghilachhari,11.8488,0.0465,9.3003
Rangamati,Rangamati Sadar,Balukhali,11.7892,0.0842,7.7119
Rangamati,Rangamati Sadar,Bandukbhanga,12.162,0.0882,6.7202
Rangamati,Rangamati Sadar,Jibtali,11.5988,0.0803,8.254
Rangamati,Rangamati Sadar,Kutukchhari,12.8239,0.0882,6.8938
Rangamati,Rangamati Sadar,Magban,12.2677,0.0842,7.534
Rangamati,Rangamati Sadar,Sapchhari,13.0824,0.0892,6.6922
Rangamati,Rangamati Sadar,Ward No. 01,11.7734,0.0877,7.1515
Rangamati,Rangamati Sadar,Ward No. 02,11.7734,0.0877,7.1515
Rangamati,Rangamati Sadar,Ward No. 03,11.7734,0.0877,7.1515
Rangamati,Rangamati Sadar,Ward No. 04,11.7734,0.0877,7.1515
Rangamati,Rangamati Sadar,Ward No. 05,13.0824,0.0877,6.6922
Gazipur,Pubail,Ward No. 42,10.9346,0.0411,93.292
Gazipur,Tongi Pashchim,Ward No. 50 (Part),10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 51,10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 52,10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 53,10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 54 (Part),10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 55 (Part),10.8626,0.0415,106.9545
Gazipur,Tongi Pashchim,Ward No. 57 (Part),10.8626,0.0415,106.9545
Gazipur,Tongi Purba,Ward No. 43,10.8626,0.0414,106.9545
Gazipur,Tongi Purba,Ward No. 44,10.8626,0.0414,106.9545
Gazipur,Tongi Purba,Ward No. 45,10.8626,0.0414,106.9545
Gazipur,Tongi Purba,Ward No. 46,10.8626,0.0414,106.9545
Manikganj,Harirampur,Balara,13.1976,0.0423,144.4421
Manikganj,Harirampur,Balla,14.5987,0.0423,166.5286
Manikganj,Harirampur,Boyra,13.7723,0.0423,150.7634
Manikganj,Harirampur,Chala,13.7723,0.0423,150.7634
Manikganj,Harirampur,Dhulshura,13.5038,0.0423,139.5996
Manikganj,Harirampur,Gala,14.2932,0.0423,160.1086
Manikganj,Harirampur,Gopinathpur,14.5987,0.0423,166.5286
Manikganj,Harirampur,Harukandi,13.1976,0.0423,144.4421
Manikganj,Harirampur,Kanchanpur,14.6497,0.0423,203.1245
Manikganj,Harirampur,Lechhraganj,14.5987,0.0423,166.5286
Manikganj,Harirampur,Ramkrishnapur,14.5987,0.0423,166.5286
Manikganj,Harirampur,Sutalari,14.0682,0.0423,156.5898
Manikganj,Manikganj Sadar,Atigram,12.3107,0.0423,140.9468
Manikganj,Manikganj Sadar,Betila Mitara,12.4048,0.0423,145.8413
Manikganj,Manikganj Sadar,Bhararia,13.1976,0.0423,144.4421
Jashore,Abhaynagar,Ward No. 04,16.4961,0.0483,197.4503
Jashore,Abhaynagar,Ward No. 05,16.4961,0.0483,197.4503
Jashore,Abhaynagar,Ward No. 06,16.4961,0.0483,197.4503
Jashore,Abhaynagar,Ward No. 07,16.4961,0.0483,197.4503
Jashore,Abhaynagar,Ward No. 08,16.4961,0.0483,197.4503
Jashore,Abhaynagar,Ward No. 09,16.4961,0.0483,197.4503
Jashore,Bagharpara,Bandabila,17.3204,0.047,212.97
Jashore,Bagharpara,Basuari,16.9926,0.0479,207.363
Jashore,Bagharpara,Darajhat,16.9926,0.047,207.363
Jashore,Bagharpara,Dhalgram,16.9926,0.045,207.363
Jashore,Bagharpara,Dohakula,15.6921,0.0474,200.9757
Jashore,Bagharpara,Jahurpur,17.1751,0.047,208.6368
Jashore,Bagharpara,Jamdia,16.9926,0.0475,207.363
